"LATITUDE","LONGITUDE","STATION","STRATUM","YEAR","DATETIME","WTCPUE","NUMCPUE","COMMON","SCIENTIFIC","SID","BOT_DEPTH","BOT_TEMP","SURF_TEMP","VESSEL","CRUISE","HAUL"
55.34481,-163.4189,"B-08",31,2000,"05/29/2000 11:45:10",0.540136,1.40905,"Snow Crab","Chionoecetes opilio",68580,53,2.5,5.3,89,200001,33
55.33735,-164.0212,"B-07",31,2000,"05/29/2000 14:34:20",1.306338,2.317697,"Snow Crab","Chionoecetes opilio",68580,78,3.2,5,89,200001,34
54.98637,-165.1588,"A-05",50,2000,"05/31/2000 08:53:34",0.629425,1.907348,"Snow Crab","Chionoecetes opilio",68580,109,4.1,4.9,88,200001,34
55.30121,-165.1719,"B-05",50,2000,"05/31/2000 11:15:06",1.45182,3.427909,"Snow Crab","Chionoecetes opilio",68580,108,4,4.9,88,200001,35
55.66465,-165.1826,"C-05",31,2000,"05/31/2000 13:49:04",1.931964,3.477535,"Snow Crab","Chionoecetes opilio",68580,106,3,6.6,88,200001,36
54.83447,-165.4904,"AZ0504",50,2000,"05/31/2000 06:18:44",0.531856,1.156209,"Snow Crab","Chionoecetes opilio",68580,153,3.5,6.2,89,200001,36
55.99719,-165.1844,"D-05",31,2000,"05/31/2000 16:12:15",3.346195,6.477813,"Snow Crab","Chionoecetes opilio",68580,95,2.3,6.6,88,200001,37
54.98001,-165.749,"A-04",50,2000,"05/31/2000 08:31:38",0.23114,1.260763,"Snow Crab","Chionoecetes opilio",68580,129,3.5,5.2,89,200001,37
56.32652,-162.6393,"E-09",31,2000,"06/01/2000 06:37:57",1.043306,3.101719,"Snow Crab","Chionoecetes opilio",68580,80,2.2,5.4,88,200001,38
55.31894,-165.7865,"B-04",50,2000,"05/31/2000 11:07:30",0.41967,0.856469,"Snow Crab","Chionoecetes opilio",68580,119,3.5,6.5,89,200001,38
56.65214,-162.7717,"F-09",31,2000,"06/01/2000 08:52:24",0.857137,2.857124,"Snow Crab","Chionoecetes opilio",68580,72,1.4,4.8,88,200001,39
55.66493,-165.7993,"C-04",50,2000,"05/31/2000 13:36:16",0.130883,0.609702,"Snow Crab","Chionoecetes opilio",68580,117,3.5,6.8,89,200001,39
55.98726,-165.7842,"D-04",31,2000,"05/31/2000 15:52:52",0.808859,1.617718,"Snow Crab","Chionoecetes opilio",68580,107,3.3,6.8,89,200001,40
56.9787,-162.7864,"G-09",31,2000,"06/01/2000 11:31:39",0.103274,0.413094,"Snow Crab","Chionoecetes opilio",68580,60,0.8,3.7,88,200001,40
56.3204,-163.403,"E-08",31,2000,"06/01/2000 06:25:51",0.60705,1.67462,"Snow Crab","Chionoecetes opilio",68580,86,1.7,NA,89,200001,41
56.65679,-163.3813,"F-08",31,2000,"06/01/2000 08:56:48",0.65248,1.894298,"Snow Crab","Chionoecetes opilio",68580,75,1.7,5.3,89,200001,42
56.98701,-163.3862,"G-08",31,2000,"06/01/2000 11:24:31",0.398562,1.113301,"Snow Crab","Chionoecetes opilio",68580,65,0.9,4.5,89,200001,43
57.32272,-163.3845,"H-08",10,2000,"06/01/2000 13:56:33",0.130439,0.663249,"Snow Crab","Chionoecetes opilio",68580,53,0.9,3.5,89,200001,44
57.65538,-163.3699,"I-08",10,2000,"06/01/2000 16:21:00",0.035461,0.211077,"Snow Crab","Chionoecetes opilio",68580,46,1.2,3.1,89,200001,45
59.33487,-163.9965,"N-07",10,2000,"06/03/2000 10:27:40",0.076233,2.904119,"Snow Crab","Chionoecetes opilio",68580,24,3.9,4.3,88,200001,51
55.33143,-167.5545,"B-01",50,2000,"06/10/2000 06:34:06",0.283256,0.755348,"Snow Crab","Chionoecetes opilio",68580,147,3.6,5.4,88,200001,52
56.32656,-164.5882,"E-06",31,2000,"06/12/2000 06:29:32",0.977725,3.035067,"Snow Crab","Chionoecetes opilio",68580,88,NA,6.3,89,200001,53
55.33503,-167.0165,"B-02",50,2000,"06/10/2000 09:20:17",0.384451,0.822356,"Snow Crab","Chionoecetes opilio",68580,138,3.5,5.4,88,200001,53
56.65505,-164.5989,"F-06",31,2000,"06/12/2000 10:22:19",1.704313,3.933031,"Snow Crab","Chionoecetes opilio",68580,73,NA,5.4,89,200001,54
55.0099,-166.9521,"A-02",50,2000,"06/10/2000 12:07:31",0.335916,0.804588,"Snow Crab","Chionoecetes opilio",68580,153,3.9,5.7,88,200001,54
56.98932,-164.601,"G-06",31,2000,"06/12/2000 13:37:17",1.530217,4.809252,"Snow Crab","Chionoecetes opilio",68580,67,1.5,4.8,89,200001,55
54.99854,-166.3679,"A-03",50,2000,"06/10/2000 14:54:10",1.14818,2.18701,"Snow Crab","Chionoecetes opilio",68580,141,3.7,5.9,88,200001,55
57.32276,-164.6164,"H-06",31,2000,"06/12/2000 16:11:16",1.479085,7.173881,"Snow Crab","Chionoecetes opilio",68580,64,0.7,4.4,89,200001,56
55.33353,-166.3515,"B-03",50,2000,"06/11/2000 06:32:43",0.580243,2.173935,"Snow Crab","Chionoecetes opilio",68580,131,3.6,5.8,88,200001,56
57.6594,-164.6116,"I-06",10,2000,"06/13/2000 06:28:40",1.025388,10.347952,"Snow Crab","Chionoecetes opilio",68580,54,1.9,3,89,200001,57
55.6469,-166.3784,"C-03",50,2000,"06/11/2000 08:58:51",0.207494,0.55778,"Snow Crab","Chionoecetes opilio",68580,125,3.5,5.8,88,200001,57
57.98818,-164.6141,"J-06",10,2000,"06/13/2000 08:53:31",0.18517,1.406352,"Snow Crab","Chionoecetes opilio",68580,46,2.7,3.1,89,200001,58
55.66706,-166.9823,"C-02",50,2000,"06/11/2000 11:47:29",0.040812,0.18551,"Snow Crab","Chionoecetes opilio",68580,133,3.5,5.6,88,200001,58
55.97417,-167.019,"D-02",50,2000,"06/11/2000 14:02:54",0.906228,2.647407,"Snow Crab","Chionoecetes opilio",68580,134,3.4,5.9,88,200001,59
56.00554,-166.4024,"D-03",50,2000,"06/11/2000 16:44:01",0.594406,2.121503,"Snow Crab","Chionoecetes opilio",68580,123,3.5,6.3,88,200001,60
56.35906,-163.9636,"E-07",31,2000,"06/12/2000 06:41:47",0.953734,3.449678,"Snow Crab","Chionoecetes opilio",68580,86,1.9,6.2,88,200001,61
56.65514,-163.9283,"F-07",31,2000,"06/12/2000 09:50:31",1.07873,4.746413,"Snow Crab","Chionoecetes opilio",68580,74,1.6,6.3,88,200001,62
56.98973,-163.8802,"G-07",31,2000,"06/12/2000 12:49:41",1.555589,5.769073,"Snow Crab","Chionoecetes opilio",68580,67,1.4,4.9,88,200001,63
57.32779,-163.9956,"H-07",31,2000,"06/12/2000 15:37:11",0.198054,1.760483,"Snow Crab","Chionoecetes opilio",68580,61,1.5,3.3,88,200001,64
58.3437,-165.9196,"K-04",10,2000,"06/14/2000 15:40:56",0.013908,1.88577,"Snow Crab","Chionoecetes opilio",68580,44,2.3,4.3,89,200001,67
58.01125,-165.901,"J-04",10,2000,"06/14/2000 18:12:04",2.436492,16.106079,"Snow Crab","Chionoecetes opilio",68580,55,2.1,5.7,89,200001,68
57.67653,-165.8838,"I-04",31,2000,"06/15/2000 06:21:36",6.338788,63.938526,"Snow Crab","Chionoecetes opilio",68580,64,1.3,4.5,89,200001,69
57.34476,-165.8674,"H-04",31,2000,"06/15/2000 08:50:56",2.708909,17.322096,"Snow Crab","Chionoecetes opilio",68580,68,1.9,5.3,89,200001,70
57.0085,-165.8519,"G-04",31,2000,"06/15/2000 11:19:29",1.921282,7.221269,"Snow Crab","Chionoecetes opilio",68580,71,1.9,6.5,89,200001,71
56.6756,-165.8422,"F-04",31,2000,"06/15/2000 13:47:55",0.983389,3.482837,"Snow Crab","Chionoecetes opilio",68580,77,2.1,6.1,89,200001,72
56.34556,-165.7995,"E-04",31,2000,"06/15/2000 16:17:27",2.757669,5.350701,"Snow Crab","Chionoecetes opilio",68580,90,2.1,7.4,89,200001,73
56.32631,-167.0314,"E-02",50,2000,"06/16/2000 06:34:43",0.823796,2.833696,"Snow Crab","Chionoecetes opilio",68580,112,3.1,6.2,89,200001,74
58.01456,-165.2408,"J-05",10,2000,"06/14/2000 18:21:25",0.078366,0.447803,"Snow Crab","Chionoecetes opilio",68580,50,2.6,4.7,88,200001,75
56.65675,-167.0652,"F-02",31,2000,"06/16/2000 09:01:59",1.713105,4.977546,"Snow Crab","Chionoecetes opilio",68580,94,2.3,6.2,89,200001,75
56.9876,-167.082,"G-02",31,2000,"06/16/2000 11:27:39",2.128253,5.660247,"Snow Crab","Chionoecetes opilio",68580,73,2.6,6.2,89,200001,76
57.67149,-165.2512,"I-05",31,2000,"06/15/2000 06:38:12",2.493645,17.358141,"Snow Crab","Chionoecetes opilio",68580,61,1.1,5.1,88,200001,76
57.32133,-167.1199,"H-02",31,2000,"06/16/2000 13:57:24",1.287584,6.05236,"Snow Crab","Chionoecetes opilio",68580,69,1.9,NA,89,200001,77
57.32567,-165.2293,"H-05",31,2000,"06/15/2000 09:11:13",1.289704,6.296194,"Snow Crab","Chionoecetes opilio",68580,67,1.3,5.7,88,200001,77
56.99592,-165.2229,"G-05",31,2000,"06/15/2000 11:33:56",1.184325,3.301255,"Snow Crab","Chionoecetes opilio",68580,68,1.7,6.5,88,200001,78
57.6571,-167.1357,"I-02",31,2000,"06/16/2000 16:27:49",1.584698,13.309571,"Snow Crab","Chionoecetes opilio",68580,66,1.3,4.6,89,200001,78
56.66511,-165.2187,"F-05",31,2000,"06/15/2000 13:57:42",0.726569,2.220073,"Snow Crab","Chionoecetes opilio",68580,75,1.9,7.4,88,200001,79
57.9844,-167.1756,"J-02",31,2000,"06/17/2000 06:22:26",0.908894,3.380358,"Snow Crab","Chionoecetes opilio",68580,62,1.1,3.9,89,200001,79
58.31879,-167.1758,"K-02",20,2000,"06/17/2000 08:49:50",8.435152,71.434375,"Snow Crab","Chionoecetes opilio",68580,50,1.7,3.4,89,200001,80
56.33152,-165.2007,"E-05",31,2000,"06/15/2000 16:23:23",1.211173,3.489819,"Snow Crab","Chionoecetes opilio",68580,86,1.9,8.2,88,200001,80
58.65041,-167.2208,"L-02",20,2000,"06/17/2000 11:31:44",0.276411,1.370635,"Snow Crab","Chionoecetes opilio",68580,42,2.2,2.8,89,200001,81
56.33194,-166.4147,"E-03",31,2000,"06/16/2000 06:24:29",1.643454,3.474964,"Snow Crab","Chionoecetes opilio",68580,103,3.4,6.8,88,200001,81
58.99047,-167.2395,"M-02",20,2000,"06/17/2000 14:00:49",0.219759,0.452179,"Snow Crab","Chionoecetes opilio",68580,37,2.4,3.1,89,200001,82
56.6647,-166.4365,"F-03",31,2000,"06/16/2000 08:43:20",0.872625,2.232297,"Snow Crab","Chionoecetes opilio",68580,84,2.1,6.7,88,200001,82
56.99557,-166.4689,"G-03",31,2000,"06/16/2000 11:03:31",1.189303,3.369692,"Snow Crab","Chionoecetes opilio",68580,74,2.1,6.5,88,200001,83
57.32969,-166.4914,"H-03",31,2000,"06/16/2000 13:25:07",1.10474,5.260665,"Snow Crab","Chionoecetes opilio",68580,69,1.9,5.4,88,200001,84
60.34573,-168.6873,"Q-18",20,2000,"06/18/2000 06:22:53",0.041818,1.36362,"Snow Crab","Chionoecetes opilio",68580,37,2.8,3.6,89,200001,85
57.66055,-166.5073,"I-03",31,2000,"06/16/2000 15:54:24",1.497939,11.133329,"Snow Crab","Chionoecetes opilio",68580,66,1.7,5.1,88,200001,85
60.01716,-168.6494,"P-18",20,2000,"06/18/2000 08:44:52",0.511658,7.98791,"Snow Crab","Chionoecetes opilio",68580,39,2.3,2.8,89,200001,86
57.99707,-166.5268,"J-03",31,2000,"06/16/2000 18:11:53",3.28858,22.886041,"Snow Crab","Chionoecetes opilio",68580,61,1.3,4.3,88,200001,86
58.33843,-166.5717,"K-03",10,2000,"06/17/2000 06:33:18",0.090208,0.835263,"Snow Crab","Chionoecetes opilio",68580,47,2.2,3.3,88,200001,87
59.67789,-168.6143,"O-18",20,2000,"06/18/2000 11:11:05",0.050598,1.081145,"Snow Crab","Chionoecetes opilio",68580,40,2.4,3,89,200001,87
59.34301,-168.5674,"N-18",20,2000,"06/18/2000 13:35:36",0.074464,3.265971,"Snow Crab","Chionoecetes opilio",68580,43,2.2,3.4,89,200001,88
59.00886,-168.5341,"M-18",20,2000,"06/18/2000 15:59:20",1.324231,8.520283,"Snow Crab","Chionoecetes opilio",68580,44,1.9,3.6,89,200001,89
58.66957,-168.5118,"L-18",20,2000,"06/19/2000 07:40:31",2.263803,19.805997,"Snow Crab","Chionoecetes opilio",68580,54,1.6,3.1,89,200001,90
58.34554,-168.4751,"K-18",41,2000,"06/19/2000 10:10:30",0.343933,3.707058,"Snow Crab","Chionoecetes opilio",68580,65,1.5,3.5,89,200001,91
58.01167,-168.4393,"J-18",42,2000,"06/19/2000 12:39:24",0.155136,1.536005,"Snow Crab","Chionoecetes opilio",68580,68,2,4.3,89,200001,92
57.68091,-168.4022,"I-18",42,2000,"06/19/2000 15:05:26",0.352047,1.53064,"Snow Crab","Chionoecetes opilio",68580,70,2.6,5.2,89,200001,93
57.34747,-168.3692,"H-18",32,2000,"06/19/2000 17:34:11",0.877633,2.422913,"Snow Crab","Chionoecetes opilio",68580,72,2.6,5.8,89,200001,94
57.01307,-168.331,"G-18",32,2000,"06/22/2000 06:30:24",2.115682,18.047791,"Snow Crab","Chionoecetes opilio",68580,80,2.5,6.1,89,200001,95
59.00617,-167.8899,"M-01",20,2000,"06/18/2000 16:31:29",0.154102,0.405533,"Snow Crab","Chionoecetes opilio",68580,42,2.3,2.9,88,200001,96
56.67937,-168.2881,"F-18",50,2000,"06/22/2000 09:54:05",1.272239,2.711328,"Snow Crab","Chionoecetes opilio",68580,106,2.8,6.2,89,200001,96
58.67857,-167.8781,"L-01",20,2000,"06/19/2000 06:33:44",0.9555,5.548065,"Snow Crab","Chionoecetes opilio",68580,44,2.4,2.6,88,200001,97
56.34055,-168.2477,"E-18",50,2000,"06/22/2000 12:33:50",0.086781,0.425396,"Snow Crab","Chionoecetes opilio",68580,152,3.3,6.9,89,200001,97
58.3377,-167.8473,"K-01",41,2000,"06/19/2000 09:08:36",0.72073,3.906396,"Snow Crab","Chionoecetes opilio",68580,60,1.3,2.8,88,200001,98
56.01429,-168.2192,"D-18",50,2000,"06/22/2000 15:15:36",0.36769,0.630326,"Snow Crab","Chionoecetes opilio",68580,149,3.5,6.5,89,200001,98
57.99269,-167.8217,"J-01",41,2000,"06/19/2000 11:44:15",0.417304,1.350499,"Snow Crab","Chionoecetes opilio",68580,68,1.5,3.9,88,200001,99
55.67722,-168.1871,"C-18",50,2000,"06/22/2000 17:51:50",0.15123,0.415466,"Snow Crab","Chionoecetes opilio",68580,133,3.7,6.7,89,200001,99
57.66648,-167.7747,"I-01",31,2000,"06/19/2000 14:08:30",0.444481,1.685235,"Snow Crab","Chionoecetes opilio",68580,68,2.3,4.6,88,200001,100
57.33833,-167.7432,"H-01",31,2000,"06/19/2000 16:28:18",0.170381,0.896743,"Snow Crab","Chionoecetes opilio",68580,73,2.3,5.9,88,200001,101
56.6711,-169.4975,"F-20",32,2000,"06/23/2000 09:27:47",0.929699,2.267006,"Snow Crab","Chionoecetes opilio",68580,77,3.9,5.2,89,200001,101
57.00346,-167.7031,"G-01",31,2000,"06/22/2000 06:37:35",0.013559,14.721718,"Snow Crab","Chionoecetes opilio",68580,78,2.5,6.4,88,200001,102
56.82247,-169.2988,"GF2019",32,2000,"06/23/2000 11:51:04",0.610283,1.498416,"Snow Crab","Chionoecetes opilio",68580,79,3.2,6,89,200001,102
56.66137,-167.6703,"F-01",31,2000,"06/22/2000 09:13:21",1.467766,4.430264,"Snow Crab","Chionoecetes opilio",68580,105,2.4,6.6,88,200001,103
56.98547,-169.5488,"G-20",42,2000,"06/23/2000 13:49:11",1.385323,3.174227,"Snow Crab","Chionoecetes opilio",68580,60,3,7,89,200001,103
57.15583,-169.3165,"HG2019",42,2000,"06/23/2000 16:15:47",1.111416,5.109446,"Snow Crab","Chionoecetes opilio",68580,71,2.6,7.1,89,200001,104
56.35941,-167.6553,"E-01",50,2000,"06/22/2000 11:38:16",0.399104,1.491977,"Snow Crab","Chionoecetes opilio",68580,125,3.2,6.6,88,200001,104
57.32528,-169.5996,"H-20",42,2000,"06/23/2000 18:17:30",0.256426,1.116838,"Snow Crab","Chionoecetes opilio",68580,61,NA,6.6,89,200001,105
55.99529,-167.6203,"D-01",50,2000,"06/22/2000 14:14:30",0.894096,1.788908,"Snow Crab","Chionoecetes opilio",68580,132,NA,6.7,88,200001,105
57.48946,-169.3662,"IH2019",42,2000,"06/24/2000 06:20:49",0.882134,3.816924,"Snow Crab","Chionoecetes opilio",68580,70,NA,6.5,89,200001,106
55.67612,-167.5915,"C-01",50,2000,"06/22/2000 16:34:30",0.136241,0.544965,"Snow Crab","Chionoecetes opilio",68580,134,3.4,6.6,88,200001,106
57.65638,-169.6511,"I-20",42,2000,"06/24/2000 08:33:06",0.300571,4.043554,"Snow Crab","Chionoecetes opilio",68580,68,NA,6.4,89,200001,107
56.32145,-168.8815,"E-19",50,2000,"06/23/2000 06:32:58",0.076082,0.358876,"Snow Crab","Chionoecetes opilio",68580,123,3.4,6.4,88,200001,107
56.68531,-168.9005,"F-19",32,2000,"06/23/2000 11:07:24",2.050687,4.443734,"Snow Crab","Chionoecetes opilio",68580,99,2.4,7.1,88,200001,108
57.82531,-169.3688,"JI2019",42,2000,"06/24/2000 10:30:29",0.042786,0.218296,"Snow Crab","Chionoecetes opilio",68580,64,NA,NA,89,200001,108
56.83081,-168.6287,"GF1918",32,2000,"06/23/2000 13:02:26",0.700268,3.306823,"Snow Crab","Chionoecetes opilio",68580,96,2.4,7.4,88,200001,109
57.98969,-169.7001,"J-20",42,2000,"06/24/2000 12:29:57",0.813969,19.172709,"Snow Crab","Chionoecetes opilio",68580,68,NA,6.6,89,200001,109
56.98642,-168.9318,"G-19",32,2000,"06/23/2000 15:07:13",1.886273,5.547862,"Snow Crab","Chionoecetes opilio",68580,79,2.7,7.9,88,200001,110
58.32581,-169.7337,"K-20",41,2000,"06/24/2000 14:58:08",0.393847,7.920952,"Snow Crab","Chionoecetes opilio",68580,68,NA,6.5,89,200001,110
57.15364,-168.6518,"HG1918",32,2000,"06/23/2000 17:04:26",0.114585,4.251389,"Snow Crab","Chionoecetes opilio",68580,76,2.9,7.6,88,200001,111
58.65623,-169.7832,"L-20",41,2000,"06/24/2000 17:28:33",2.601058,25.452826,"Snow Crab","Chionoecetes opilio",68580,66,1.8,6.5,89,200001,111
58.98901,-169.8432,"M-20",41,2000,"06/25/2000 06:23:04",0.559061,7.189796,"Snow Crab","Chionoecetes opilio",68580,63,1.4,5.8,89,200001,112
57.32056,-168.965,"H-19",42,2000,"06/23/2000 19:11:43",0.185493,0.797819,"Snow Crab","Chionoecetes opilio",68580,70,NA,7.7,88,200001,112
59.32381,-169.8657,"N-20",41,2000,"06/25/2000 08:54:41",46.207765,686.796651,"Snow Crab","Chionoecetes opilio",68580,59,NA,4.8,89,200001,113
57.48523,-168.7243,"IH1918",42,2000,"06/24/2000 06:36:25",0.428991,1.143975,"Snow Crab","Chionoecetes opilio",68580,73,2.9,6.7,88,200001,113
59.65845,-169.9152,"O-20",41,2000,"06/25/2000 11:48:27",3.030501,22.952078,"Snow Crab","Chionoecetes opilio",68580,56,1.2,5.4,89,200001,114
57.64655,-169.0081,"I-19",42,2000,"06/24/2000 08:26:28",0.33393,5.977752,"Snow Crab","Chionoecetes opilio",68580,70,3,6.5,88,200001,114
59.99044,-169.9642,"P-20",41,2000,"06/25/2000 14:25:27",15.032771,261.262307,"Snow Crab","Chionoecetes opilio",68580,55,1,6.3,89,200001,115
57.82007,-168.75,"JI1918",42,2000,"06/24/2000 10:23:03",0.687049,22.369041,"Snow Crab","Chionoecetes opilio",68580,72,2.6,6.2,88,200001,115
60.32374,-170.0321,"Q-20",20,2000,"06/25/2000 17:04:41",26.063775,511.371604,"Snow Crab","Chionoecetes opilio",68580,53,0.6,5.9,89,200001,116
57.98736,-169.036,"J-19",42,2000,"06/24/2000 12:21:32",0.709513,16.815038,"Snow Crab","Chionoecetes opilio",68580,71,2.6,6.4,88,200001,116
58.31624,-169.1155,"K-19",41,2000,"06/24/2000 14:44:52",0.060954,1.316917,"Snow Crab","Chionoecetes opilio",68580,66,NA,5.9,88,200001,117
60.33629,-171.3616,"Q-22",41,2000,"06/26/2000 06:24:34",7.627832,97.897313,"Snow Crab","Chionoecetes opilio",68580,66,-0.4,5.4,89,200001,117
58.65448,-169.1454,"L-19",41,2000,"06/24/2000 17:12:24",1.000566,6.507747,"Snow Crab","Chionoecetes opilio",68580,60,NA,5.8,88,200001,118
60.01136,-171.3042,"P-22",41,2000,"06/26/2000 08:57:47",12.682435,173.009432,"Snow Crab","Chionoecetes opilio",68580,68,-0.5,6.4,89,200001,118
58.97549,-169.1686,"M-19",41,2000,"06/25/2000 06:30:40",2.325509,8.928294,"Snow Crab","Chionoecetes opilio",68580,55,2,5.4,88,200001,119
59.67608,-171.2519,"O-22",41,2000,"06/26/2000 11:25:07",25.7942,367.152426,"Snow Crab","Chionoecetes opilio",68580,71,0.1,7.1,89,200001,119
59.31064,-169.2349,"N-19",20,2000,"06/25/2000 09:02:52",2.349184,25.063628,"Snow Crab","Chionoecetes opilio",68580,50,2,4.7,88,200001,120
59.3462,-171.1839,"N-22",41,2000,"06/26/2000 14:17:32",4.21803,33.799704,"Snow Crab","Chionoecetes opilio",68580,74,1.2,8.2,89,200001,120
59.64886,-169.271,"O-19",20,2000,"06/25/2000 11:29:02",0.37138,6.55377,"Snow Crab","Chionoecetes opilio",68580,48,1.9,4.9,88,200001,121
59.01291,-171.1304,"M-22",41,2000,"06/26/2000 17:02:24",2.270089,12.003252,"Snow Crab","Chionoecetes opilio",68580,77,NA,8.7,89,200001,121
59.98162,-169.3209,"P-19",20,2000,"06/25/2000 13:48:08",24.423379,506.398678,"Snow Crab","Chionoecetes opilio",68580,46,2,6.4,88,200001,122
58.67839,-171.0828,"L-22",41,2000,"06/26/2000 19:29:00",3.499128,15.570903,"Snow Crab","Chionoecetes opilio",68580,82,NA,9.8,89,200001,122
60.31786,-169.3217,"Q-19",20,2000,"06/25/2000 16:08:43",16.864995,597.578562,"Snow Crab","Chionoecetes opilio",68580,44,1.9,5.8,88,200001,123
57.8467,-170.6165,"JI2221",42,2000,"06/28/2000 06:23:27",2.538011,8.153413,"Snow Crab","Chionoecetes opilio",68580,77,2.4,8.7,89,200001,123
60.33937,-170.6704,"Q-21",41,2000,"06/26/2000 06:35:03",16.664387,287.006696,"Snow Crab","Chionoecetes opilio",68580,62,0.5,5.3,88,200001,124
57.67896,-170.9065,"I-22",42,2000,"06/28/2000 08:43:18",1.179508,4.415271,"Snow Crab","Chionoecetes opilio",68580,85,2.9,9.2,89,200001,124
60.01504,-170.6313,"P-21",41,2000,"06/26/2000 08:53:29",19.058021,299.971102,"Snow Crab","Chionoecetes opilio",68580,64,0.6,6.2,88,200001,125
57.51205,-170.5879,"IH2221",42,2000,"06/28/2000 10:47:11",0.456315,1.031454,"Snow Crab","Chionoecetes opilio",68580,74,3.1,9,89,200001,125
59.68425,-170.5918,"O-21",41,2000,"06/26/2000 11:12:55",5.021599,72.102053,"Snow Crab","Chionoecetes opilio",68580,64,1.2,6.9,88,200001,126
57.34484,-170.8516,"H-22",42,2000,"06/28/2000 12:46:34",0.718548,1.570842,"Snow Crab","Chionoecetes opilio",68580,82,3.1,8.8,89,200001,126
59.33438,-170.5357,"N-21",41,2000,"06/26/2000 13:42:06",14.501646,73.547398,"Snow Crab","Chionoecetes opilio",68580,67,1.9,8.4,88,200001,127
57.00852,-170.7762,"G-22",42,2000,"06/28/2000 17:05:00",2.039191,6.00981,"Snow Crab","Chionoecetes opilio",68580,94,3.1,9.2,89,200001,127
59.01347,-170.4844,"M-21",41,2000,"06/26/2000 16:04:40",6.731827,34.298232,"Snow Crab","Chionoecetes opilio",68580,71,1.8,8.8,88,200001,128
56.8434,-170.4687,"GF2221",42,2000,"06/29/2000 06:31:36",2.139959,7.122344,"Snow Crab","Chionoecetes opilio",68580,100,3,8,89,200001,128
58.68037,-170.4215,"L-21",41,2000,"06/27/2000 06:34:16",9.337457,69.131467,"Snow Crab","Chionoecetes opilio",68580,73,1.8,8.7,88,200001,129
56.67086,-170.7349,"F-22",61,2000,"06/29/2000 09:26:00",1.512866,3.49123,"Snow Crab","Chionoecetes opilio",68580,111,3.7,8.1,89,200001,129
